"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-18",,,,"0.50","4.5","3.0",,"34","31",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-19",,,,"0.11","1.0","6.0",,"36","28",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-20",,,,"0.00","0.0","4.0",,"32","23",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-21",,,,"0.00","0.0","3.0",,"45","22",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-22",,,,"0.00","0.0","1.0",,"52","27",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-23",,,,"0.17","1.0","0.0",,"35","18",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-24",,,,"0.17","0.0","1.0",,"51","32",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-25",,,,"0.15","0.0","0.0",,"50","39",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-26",,,,"0.44","0.0","0.0",,"54","34",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-27",,,,"0.00","0.0","0.0",,"45","23",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-28",,,,"0.00","0.0","0.0",,"66","33",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-02-29",,,,"0.00","0.0","0.0",,"78","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-01",,,,"0.00","0.0","0.0",,"78","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-02",,,,"0.32","0.0","0.0",,"76","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-03",,,,"0.02","0.0","0.0",,"62","28",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-04",,,,"0.00","0.0","0.0",,"43","22",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-05",,,,"0.00","0.0","0.0",,"50","30",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-06",,,,"0.00","0.0","0.0",,"47","26",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-07",,,,"0.00","0.0","0.0",,"68","38",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-08",,,,"0.00","0.0","0.0",,"58","32",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-09",,,,"0.00","0.0","0.0",,"45","22",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-10",,,,"0.00","0.0","0.0",,"47","25",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-11",,,,"0.00","0.0","0.0",,"49","19",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-12",,,,"0.00","0.0","0.0",,"74","34",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-13",,,,"0.00","0.0","0.0",,"70","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-14",,,,"0.25","0.0","0.0",,"45","40",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-15",,,,"0.00","0.0","0.0",,"55","39",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-16",,,,"0.67","0.0","0.0",,"60","40",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-17",,,,"0.08","0.0","0.0",,"62","46",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-18",,,,"0.00","0.0","0.0",,"59","41",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-19",,,,"0.00","0.0","0.0",,"57","27",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-20",,,,"0.00","0.0","0.0",,"57","29",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-21",,,,"0.00","0.0","0.0",,"74","34",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-22",,,,"0.35","0.0","0.0",,"59","42",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-23",,,,"0.00","0.0","0.0",,"46","35",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-24",,,,"0.00","0.0","0.0",,"45","33",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-25",,,,"0.00","0.0","0.0",,"45","28",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-26",,,,"0.00","0.0","0.0",,"57","32",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-27",,,,"0.00","0.0","0.0",,"63","35",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-28",,,,"0.00","0.0","0.0",,"61","37",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-29",,,,"0.00","0.0","0.0",,"53","32",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-30",,,,"0.02","0.0","0.0",,"64","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-03-31",,,,"0.00","0.0","0.0",,"57","44",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-01",,,,"0.17","0.0","0.0",,"64","38",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-02",,,,"0.00","0.0","0.0",,"52","36",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-03",,,,"0.00","0.0","0.0",,"65","34",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-04",,,,"0.06","0.0","0.0",,"68","44",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-05",,,,"0.00","0.0","0.0",,"69","33",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-06",,,,"0.00","0.0","0.0",,"76","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-07",,,,"0.89","0.0","0.0",,"60","30",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-08",,,,"0.00","0.0","0.0",,"40","28",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-09",,,,"0.00","0.0","0.0",,"54","27",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-10",,,,"0.00","0.0","0.0",,"71","30",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-11",,,,"0.00","0.0","0.0",,"75","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-12",,,,"0.00","0.0","0.0",,"66","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-13",,,,"0.27","0.0","0.0",,"77","50",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-14",,,,"0.00","0.0","0.0",,"79","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-15",,,,"0.30","0.0","0.0",,"74","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-16",,,,"0.19","0.0","0.0",,"80","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-17",,,,"0.00","0.0","0.0",,"76","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-18",,,,"0.00","0.0","0.0",,"82","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-19",,,,"0.00","0.0","0.0",,"86","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-20",,,,"0.00","0.0","0.0",,"83","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-21",,,,"0.09","0.0","0.0",,"61","44",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-22",,,,"1.03","0.0","0.0",,"51","40",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-23",,,,"0.09","0.0","0.0",,"80","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-24",,,,"0.01","0.0","0.0",,"62","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-25",,,,"0.00","0.0","0.0",,"61","43",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-26",,,,"0.00","0.0","0.0",,"64","38",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-27",,,,"0.00","0.0","0.0",,"71","40",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-28",,,,"0.00","0.0","0.0",,"71","37",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-29",,,,"0.00","0.0","0.0",,"78","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-04-30",,,,"0.04","0.0","0.0",,"74","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-01",,,,"0.00","0.0","0.0",,"81","53",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-02",,,,"0.02","0.0","0.0",,"82","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-03",,,,"1.86","0.0","0.0",,"70","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-04",,,,"0.07","0.0","0.0",,"71","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-05",,,,"0.00","0.0","0.0",,"72","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-06",,,,"0.00","0.0","0.0",,"79","42",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-07",,,,"0.00","0.0","0.0",,"84","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-08",,,,"0.73","0.0","0.0",,"70","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-09",,,,"0.38","0.0","0.0",,"67","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-10",,,,"0.01","0.0","0.0",,"70","48",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-11",,,,"0.00","0.0","0.0",,"74","38",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-12",,,,"0.00","0.0","0.0",,"77","46",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-13",,,,"0.00","0.0","0.0",,"74","48",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-14",,,,"0.53","0.0","0.0",,"66","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-15",,,,"0.23","0.0","0.0",,"74","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-16",,,,"0.21","0.0","0.0",,"75","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-17",,,,"0.00","0.0","0.0",,"77","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-18",,,,"0.25","0.0","0.0",,"74","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-19",,,,"0.75","0.0","0.0",,"70","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-20",,,,"0.00","0.0","0.0",,"67","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-21",,,,"0.00","0.0","0.0",,"68","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-22",,,,"0.31","0.0","0.0",,"78","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-23",,,,"0.00","0.0","0.0",,"78","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-24",,,,"0.00","0.0","0.0",,"82","48",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-25",,,,"0.00","0.0","0.0",,"76","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-26",,,,"0.00","0.0","0.0",,"70","47",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-27",,,,"0.00","0.0","0.0",,"73","42",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-28",,,,"0.00","0.0","0.0",,"77","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-29",,,,"0.00","0.0","0.0",,"80","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-30",,,,"0.44","0.0","0.0",,"82","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-05-31",,,,"0.76","0.0","0.0",,"80","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-01",,,,"0.00","0.0","0.0",,"70","50",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-02",,,,"0.00","0.0","0.0",,"83","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-03",,,,"0.00","0.0","0.0",,"85","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-04",,,,"0.06","0.0","0.0",,"88","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-05",,,,"0.00","0.0","0.0",,"85","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-06",,,,"0.13","0.0","0.0",,"79","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-07",,,,"0.00","0.0","0.0",,"80","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-08",,,,"0.00","0.0","0.0",,"84","53",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-09",,,,"0.00","0.0","0.0",,"87","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-10",,,,"0.00","0.0","0.0",,"77","53",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-11",,,,"0.00","0.0","0.0",,"72","45",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-12",,,,"0.00","0.0","0.0",,"84","46",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-13",,,,"0.24","0.0","0.0",,"73","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-14",,,,"0.00","0.0","0.0",,"81","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-15",,,,"0.00","0.0","0.0",,"89","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-16",,,,"0.00","0.0","0.0",,"81","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-17",,,,"0.51","0.0","0.0",,"72","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-18",,,,"0.10","0.0","0.0",,"81","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-19",,,,"0.23","0.0","0.0",,"83","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-20",,,,"0.56","0.0","0.0",,"77","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-21",,,,"5.86","0.0","0.0",,"73","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-22",,,,"0.08","0.0","0.0",,"73","55",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-23",,,,"0.19","0.0","0.0",,"61","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-24",,,,"0.00","0.0","0.0",,"73","50",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-25",,,,"0.00","0.0","0.0",,"76","51",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-26",,,,"0.32","0.0","0.0",,"80","54",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-27",,,,"0.00","0.0","0.0",,"81","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-28",,,,"0.97","0.0","0.0",,"81","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-29",,,,"0.10","0.0","0.0",,"84","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-06-30",,,,"0.00","0.0","0.0",,"78","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-01",,,,"0.00","0.0","0.0",,"90","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-02",,,,"0.00","0.0","0.0",,"91","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-03",,,,"0.00","0.0","0.0",,"89","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-04",,,,"0.09","0.0","0.0",,"80","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-05",,,,"0.63","0.0","0.0",,"67","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-06",,,,"0.00","0.0","0.0",,"74","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-07",,,,"0.00","0.0","0.0",,"77","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-08",,,,"0.00","0.0","0.0",,"82","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-09",,,,"0.00","0.0","0.0",,"85","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-10",,,,"0.00","0.0","0.0",,"87","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-11",,,,"0.00","0.0","0.0",,"85","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-12",,,,"0.79","0.0","0.0",,"75","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-13",,,,"0.01","0.0","0.0",,"88","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-14",,,,"0.00","0.0","0.0",,"92","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-15",,,,"0.01","0.0","0.0",,"90","72",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-16",,,,"0.02","0.0","0.0",,"91","73",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-17",,,,"0.00","0.0","0.0",,"89","73",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-18",,,,"0.00","0.0","0.0",,"91","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-19",,,,"0.00","0.0","0.0",,"92","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-20",,,,"0.00","0.0","0.0",,"95","73",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-21",,,,"0.00","0.0","0.0",,"96","74",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-22",,,,"0.41","0.0","0.0",,"94","75",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-23",,,,"0.00","0.0","0.0",,"94","73",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-24",,,,"0.00","0.0","0.0",,"96","75",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-25",,,,"0.00","0.0","0.0",,"91","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-26",,,,"0.00","0.0","0.0",,"87","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-27",,,,"0.02","0.0","0.0",,"80","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-28",,,,"0.15","0.0","0.0",,"74","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-29",,,,"1.51","0.0","0.0",,"71","60",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-30",,,,"0.93","0.0","0.0",,"65","59",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-07-31",,,,"0.01","0.0","0.0",,"81","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-01",,,,"0.00","0.0","0.0",,"86","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-02",,,,"0.59","0.0","0.0",,"87","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-03",,,,"0.00","0.0","0.0",,"88","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-04",,,,"0.13","0.0","0.0",,"85","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-05",,,,"0.00","0.0","0.0",,"77","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-06",,,,"0.00","0.0","0.0",,"81","58",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-07",,,,"0.00","0.0","0.0",,"87","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-08",,,,"0.00","0.0","0.0",,"85","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-09",,,,"0.00","0.0","0.0",,"88","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-10",,,,"0.00","0.0","0.0",,"77","56",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-11",,,,"0.00","0.0","0.0",,"76","52",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-12",,,,"0.00","0.0","0.0",,"85","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-13",,,,"0.00","0.0","0.0",,"81","65",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-14",,,,"0.00","0.0","0.0",,"87","64",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-15",,,,"0.11","0.0","0.0",,"76","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-16",,,,"0.00","0.0","0.0",,"74","61",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-17",,,,"0.27","0.0","0.0",,"81","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-18",,,,"0.00","0.0","0.0",,"89","70",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-19",,,,"0.04","0.0","0.0",,"87","68",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-20",,,,"0.00","0.0","0.0",,"84","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-21",,,,"0.00","0.0","0.0",,"82","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-22",,,,"0.00","0.0","0.0",,"85","57",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-23",,,,"0.00","0.0","0.0",,"88","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-24",,,,"0.00","0.0","0.0",,"92","67",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-25",,,,"0.00","0.0","0.0",,"93","69",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-26",,,,"0.00","0.0","0.0",,"92","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-27",,,,"0.05","0.0","0.0",,"88","71",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-28",,,,"0.00","0.0","0.0",,"84","66",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-29",,,,"0.00","0.0","0.0",,"86","63",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-30",,,,"0.00","0.0","0.0",,"86","62",,,,
"USW00093736","CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US","1972-08-31",,,,"0.00","0.0","0.0",,"83","63",,,,
