TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20180731,22.818,1,457.605,284.005,1,361.567,1,12.778,1,98.049,1,0,1,3.88,1,0.359200836,1,162.2204167,1,593.2408333,1,24.06229167,1,80.22916667,1,47.83229167,1,440.5875,1,391.882,1,21.302,21.144,20.926,20.901,20.746,20.852,20.45,20.34,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,1.07978,-9999,92.1465,-9999,114.039,-9999,-9999,-9999,39.2639,-9999,48.5463,-9999,-9999,-9999,-1.99812,0,-9999,-2.14854,-1.99812,-1.94685,0,0,0,5.75118,5.57121,5.83229,6.04849,7.69033,7.51014,7.89285,8.04666,2.14104,1.67416,3.05262,3.69325,5.16185,4.39145,5.16185,5.53196,-9999,-9999
20180801,25.685,1,456.141,296.99,1,367.285,1,18.945,1,97.912,0.979167,0,1,2.764,1,0.276105283,0.979166667,136.6868889,0.9375,279.4859375,0.666666667,13.4159375,0.666666667,67.87555556,0.9375,43.962,0.9375,452.8422222,0.9375,392.518,1,22.162,21.77,21.184,20.947,20.677,20.734,20.326,20.225,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,4.09089,-9999,112.635,-9999,141.009,-9999,-9999,-9999,36.1455,-9999,45.2082,-9999,-9999,-9999,-2.89672,0,-9999,-2.9172,-2.89672,-2.86996,0,0,0,5.99364,5.80244,6.07458,6.31405,8.92828,8.68939,8.99178,9.21077,2.48427,2.02193,3.56897,4.4208,3.88911,3.14379,3.88911,4.20545,-9999,-9999
20180802,27.171,1,454.644,300.87,1,379.571,1,21.601,1,97.856,1,0,1,2.999,1,0.384815033,1,167.6939583,1,618.60875,1,25.40104167,1,76.74375,1,49.03354167,1,466.1770833,1,396.824,1,23.27,22.624,21.652,21.186,20.771,20.738,20.281,20.159,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,4.00692,-9999,100.211,-9999,127.273,-9999,-9999,-9999,25.4249,-9999,32.261,-9999,-9999,-9999,-3.32609,0,-9999,-3.3317,-3.30342,-3.27118,0,0,0,6.1128,5.91599,6.19357,6.44484,9.39901,9.11984,9.46475,9.77093,2.67796,2.229,3.86332,4.84881,3.29444,2.62078,3.29444,3.57563,-9999,-9999
20180803,27.728,1,453.115,312.014,1,373.167,1,22.207,1,97.87,1,0,1,4.683,1,0.513979236,1,168.0077083,1,634.9604167,1,26.404375,1,63.26875,1,51.98729167,1,469.2208333,1,397.91,1,24.051,23.322,22.185,21.562,21.007,20.862,20.328,20.165,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,5.67671,-9999,105.14,-9999,135.442,-9999,-9999,-9999,31.9201,-9999,41.0819,-9999,-9999,-9999,-3.47381,0,-9999,-3.48278,-3.46054,-3.36518,0,0,0,6.1591,5.96012,6.23982,6.4956,9.54417,9.2246,9.605,9.96941,2.74702,2.29999,3.96752,4.99689,2.95468,2.09173,2.95468,3.22412,-9999,-9999
20180804,27.14,1,451.555,207.41,1,398.537,1,19.109,1,97.76,1,0,1,5.056,1,0.538059288,1,109.843125,1,424.9258333,1,18.23354167,1,120.50625,1,34.59041667,1,464.4395833,1,399.787,1,23.85,23.255,22.305,21.756,21.201,21.018,20.433,20.232,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,6.70837,-9999,85.3002,-9999,111.657,-9999,-9999,-9999,15.2194,-9999,19.9041,-9999,-9999,-9999,-2.18573,0,-9999,-2.26449,-2.18754,-2.08668,0,0,0,6.11421,5.91738,6.19502,6.44623,8.21587,7.91654,8.28171,8.63195,2.66467,2.20829,3.84138,4.80902,3.17047,2.47572,3.17047,3.43787,-9999,-9999
20180805,29.152,1,449.963,285.456,1,406.131,1,22.21,1,97.87,1,0,1,4.945,1,0.543694576,1,170.3116667,1,589.4333333,1,24.49833333,1,95.55833333,1,46.243125,1,478.7625,1,410.287,1,25.054,24.174,22.787,22.022,21.369,21.142,20.528,20.308,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,8.40622,-9999,105.801,-9999,140.984,-9999,-9999,-9999,26.7265,-9999,35.58,-9999,-9999,-9999,-3.06685,0,-9999,-3.13716,-3.06823,-3.00721,0,0,0,6.27247,6.06814,6.35301,6.62007,9.29165,9.02241,9.36022,9.68692,2.93486,2.50184,4.25327,5.41366,3.13607,2.39209,3.13607,3.40936,-9999,-9999
20180806,29.426,1,448.339,236.362,1,423.79,1,20.956,1,97.836,1,0,1,2.884,1,0.389566918,1,143.6285417,1,500.3589583,1,21.27125,1,138.3208333,1,38.30354167,1,479.96875,1,416.511,1,25.473,24.657,23.284,22.446,21.686,21.361,20.672,20.411,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.968,37.735,35.031,35.782,32.395,0,-9999,0,0.0208333,0,0,0,0,8.86305,-9999,92.9248,-9999,126.151,-9999,-9999,-9999,1.55844,-9999,2.11351,-9999,-9999,-9999,-1.20083,0,-9999,-1.20083,-1.12429,-0.973566,0,0,0,6.29559,6.09018,6.37611,6.6454,7.4231,7.25341,7.5201,7.84623,2.96771,2.53496,4.30265,5.48305,3.17872,2.4656,3.17872,3.45009,-9999,-9999
20180807,24.637,1,446.684,230.465,1,409.648,1,9.28,1,97.804,1,12.568,1,3.094,0.958333,0.374024435,0.958333333,153.7233333,1,489.425625,1,19.80604167,1,96.65833333,1,37.45083333,1,450.6020833,1,414.589,1,23.472,23.346,22.882,22.453,21.85,21.566,20.853,20.561,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,4.7322,-9999,78.0336,-9999,106.179,-9999,-9999,-9999,13.9339,-9999,18.9403,-9999,-9999,-9999,-0.306964,0,-9999,-0.667169,-0.367521,-0.285467,0,0,0,5.90814,5.72095,5.98919,6.22026,6.59756,6.08623,6.504,6.65636,2.35101,1.88233,3.3672,4.13088,4.58173,3.92298,4.58111,4.90162,-9999,-9999
20180808,26.941,1,444.999,214.457,1,403.235,1,14.153,1,97.801,1,0,1,1.861,1,0.203946093,1,125.5910417,1,448.3860417,1,19.38541667,1,111.9354167,1,34.87645833,1,460.4416667,1,424.256,1,23.732,23.491,22.899,22.454,21.886,21.649,20.963,20.679,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,8.16396,-9999,84.4,-9999,115.706,-9999,-9999,-9999,4.88576,-9999,6.69121,-9999,-9999,-9999,-2.40792,0,-9999,-2.43654,-2.40792,-2.32658,0,0,0,6.1011,5.90493,6.18198,6.43172,8.41509,8.25731,8.46917,8.83963,2.63149,2.16829,3.78972,4.72839,4.65894,3.93388,4.6586,4.99499,-9999,-9999
20180809,26.681,1,443.283,233.547,1,401.421,1,15.799,1,97.829,0.9375,16.588,1,2.526,0.979167,0.256096741,0.979166667,145.0327083,1,483.924375,1,20.60645833,1,77.10833333,1,37.47645833,1,457.6895833,1,420.758,1,23.428,23.258,22.811,22.429,21.899,21.689,21.028,20.752,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,6.96824,-9999,92.1266,-9999,127.241,-9999,-9999,-9999,10.7657,-9999,14.8542,-9999,-9999,-9999,-1.66891,0,-9999,-1.66891,-1.52747,-1.44668,0,0,0,6.07733,5.88224,6.1582,6.40574,7.58101,7.20644,7.64519,8.07464,2.60467,2.14489,3.75035,4.67755,3.15381,2.5174,3.15381,3.41599,-9999,-9999
20180810,26.266,1,441.535,284.872,1,387.525,1,12.93,1,97.821,0.9375,0,1,3.726,1,0.325228433,1,168.4764583,1,581.2029167,1,25.46291667,1,87.55833333,1,47.45875,1,459.6416667,1,417.104,1,23.45,23.231,22.698,22.332,21.872,21.715,21.087,20.821,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,6.1756,-9999,106.192,-9999,148.235,-9999,-9999,-9999,28.7755,-9999,40.1283,-9999,-9999,-9999,-3.35784,0,-9999,-3.40624,-3.36803,-3.35784,0,0,0,6.04532,5.85175,6.12625,6.37054,9.44538,9.25847,9.518,9.72839,2.5476,2.08185,3.66308,4.54819,5.21554,4.48153,5.21583,5.57962,-9999,-9999
20180811,26.419,1,439.759,294.183,1,377.867,1,16.597,1,97.958,0.979167,0,1,2.877,1,0.299904862,1,164.0104167,1,585.9179167,1,25.65895833,1,85.00208333,1,48.58416667,1,460.79375,1,402.489,1,23.682,23.411,22.841,22.445,21.949,21.776,21.132,20.866,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,6.48553,-9999,111.17,-9999,156.211,-9999,-9999,-9999,34.8365,-9999,48.9505,-9999,-9999,-9999,-3.22585,0,-9999,-3.26516,-3.24449,-3.22585,0,0,0,6.05513,5.86106,6.13601,6.38142,9.31994,9.04725,9.3873,9.60745,2.57342,2.11299,3.70329,4.61097,4.06657,3.35715,4.06835,4.38349,-9999,-9999
20180812,27.438,1,437.952,294.78,1,392.492,1,17.793,1,98.037,0.895833,0,1,2.963,1,0.328477102,1,172.810625,1,593.6414583,1,25.84270833,1,91.38541667,1,48.69145833,1,467.9875,1,404.415,1,24.117,23.701,22.959,22.502,21.987,21.817,21.174,20.912,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,8.73878,-9999,105.307,-9999,148.945,-9999,-9999,-9999,26.2438,-9999,37.1189,-9999,-9999,-9999,-3.16594,0,-9999,-3.18413,-3.16627,-3.14989,0,0,0,6.13786,5.93991,6.21863,6.47219,9.29071,9.08594,9.36852,9.63813,2.70417,2.251,3.90153,4.89707,3.91721,3.20905,3.91721,4.22815,-9999,-9999
20180813,25.624,1,436.116,212.534,1,410.396,1,10.317,1,97.87,1,0,1,3.141,1,0.30496831,1,137.8947917,1,442.1004167,1,19.34208333,1,101.0041667,1,34.21979167,1,456.65625,1,416.143,1,24.053,23.742,23.099,22.643,22.091,21.89,21.227,20.958,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,6.57399,-9999,83.0573,-9999,118.325,-9999,-9999,-9999,3.28045,-9999,4.6734,-9999,-9999,-9999,-1.48426,0,-9999,-1.53535,-1.48426,-0.853311,0,0,0,5.99282,5.80171,6.07382,6.31295,7.52356,7.51063,7.62965,7.80331,2.46616,1.99677,3.53984,4.37138,4.52463,3.85095,4.52366,4.84322,-9999,-9999
20180814,23.236,1,434.25,142.339,1,424.825,1,4.008,1,97.451,1,2.012,1,3.227,0.708333,0.338047763,0.708333333,105.5125,1,308.8110417,1,12.75520833,1,99.32916667,1,22.70229167,1,441.5354167,1,424.774,1,23.066,23.033,22.766,22.521,22.079,21.931,21.284,21.017,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,1.82092,-9999,46.2831,-9999,66.7845,-9999,-9999,-9999,-1.16161,-9999,-1.67615,-9999,-9999,-9999,-0.939375,0,-9999,-1.34589,-0.988336,-0.308925,0,0,0,5.79529,5.61342,5.87651,6.09637,7.14283,6.91554,7.03069,7.21872,2.16895,1.6901,3.09107,3.73225,4.58146,3.93092,4.57747,4.88627,-9999,-9999
20180815,24.356,1,432.355,152.805,1,423.398,1,6.641,1,97.439,1,5.53,1,1.767,0.916667,0.203826651,0.895833333,105.0395833,1,332.2270833,1,14.29604167,1,109.13125,1,25.07916667,1,447.0979167,1,424.28,0.916667,23.102,23.003,22.641,22.389,21.983,21.886,21.281,21.036,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,3.44629,-9999,46.726,-9999,68.1343,-9999,-9999,-9999,-5.10664,-9999,-7.44634,-9999,-9999,-9999,-1.62484,0,-9999,-1.78875,-1.71987,-1.61283,0,0,0,5.88907,5.70283,5.9702,6.19915,7.67782,7.4227,7.73688,7.83973,2.30538,1.82894,3.29655,4.02252,5.23555,4.49036,5.23124,5.58403,-9999,-9999
20180816,25.887,1,430.432,216.762,1,412.919,1,10.075,1,97.727,1,0.503,1,2.335,1,0.261211759,1,129.5048936,0.979166667,447.029375,1,19.63041667,1,131.4979167,1,33.96979167,1,456.0276596,0.979166667,417.923,0.895833,23.717,23.485,22.889,22.492,22.008,21.88,21.271,21.035,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,5.86563,-9999,82.0152,-9999,120.839,-9999,-9999,-9999,13.5855,-9999,20.0165,-9999,-9999,2.22452,-2.25827,0,-9999,-2.25827,-2.22538,-2.18694,0,0,0,6.01308,5.821,6.09403,6.33523,8.20494,8.07185,8.28828,8.65194,2.50257,2.03687,3.59549,4.45374,4.7008,3.99482,4.70018,5.03367,-9999,-9999
20180817,24.811,1,428.48,265.853,1,391.131,1,9.936,1,97.96,0.958333,0,1,3.549,1,0.380936924,1,166.0935417,1,553.3991667,1,24.0775,1,82.4,1,43.41625,1,453.0708333,1,413.187,0.854167,23.631,23.428,22.931,22.577,22.091,21.94,21.309,21.061,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,4.35423,-9999,87.9322,-9999,129.697,-9999,-9999,-9999,21.3203,-9999,31.4466,-9999,-9999,2.81239,-1.79283,0,-9999,-2.2892,-2.22967,-1.7829,0,0,0,5.92555,5.73759,6.00662,6.23921,8.16525,7.99388,8.05056,8.23883,2.36506,1.89229,3.38715,4.15373,5.81547,5.08825,5.81419,6.19767,-9999,-9999
20180818,26.228,1,426.499,261.111,1,394.927,1,13.527,1,97.878,1,0,1,2.641,1,0.268915859,1,155.471875,1,529.9902083,1,23.31520833,1,94.94166667,1,41.58895833,1,461.0645833,1,410.04,0.895833,24.03,23.678,23.005,22.592,22.1,21.957,21.334,21.091,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,6.96751,-9999,101.188,-9999,149.409,-9999,-9999,-9999,19.0721,-9999,28.1609,-9999,-9999,3.189,-2.92531,0,-9999,-2.9687,-2.9498,-2.92531,0,0,0,6.04032,5.84696,6.12124,6.36515,8.99914,8.62195,9.07104,9.29062,2.54745,2.08465,3.66367,4.55264,4.34237,3.62278,4.34277,4.66995,-9999,-9999
20180819,21.965,1,424.491,50.703,1,413.058,1,3.252,1,97.251,1,50.268,1,3.876,0.541667,0.25638605,0.541666667,23.28333333,1,118.6214583,1,5.125,1,52.04166667,1,8.299166667,1,433.15,1,423.147,1,22.429,22.549,22.58,22.5,22.134,22.023,21.397,21.133,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,1.1155,-9999,4.47339,-9999,6.58043,-9999,-9999,-9999,-21.3905,-9999,-31.4657,-9999,-9999,1.71544,1.64543,0,-9999,1.60724,1.81895,1.85494,0,0,0,5.68689,5.51003,5.76817,5.97766,3.83203,2.60942,3.91324,4.33223,2.01896,1.54036,2.86601,3.41787,2.82935,2.25921,2.82515,3.04532,-9999,-9999
20180820,19.352,1,422.455,62.72,1,413.95,1,1.977,1,97.187,1,2.514,1,6.859,0,-9999,0,49.73729167,1,138.8029167,1,6.078958333,1,63.89791667,1,10.73833333,1,418.1666667,1,416.534,1,20.994,21.296,21.676,21.906,21.802,21.912,21.422,21.193,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,-3.67522,-9999,0.889667,-9999,1.31603,-9999,-9999,-9999,-17.9955,-9999,-26.6197,-9999,-9999,1.79125,2.70471,0,-9999,2.48109,2.63599,2.70471,0,0,0,5.4566,5.28785,5.54015,5.73918,2.67668,2.62765,2.94532,3.10112,1.7293,1.26189,2.43441,2.8282,3.2513,2.63877,3.24689,3.49137,-9999,-9999
20180821,21.529,1,420.392,254.379,1,374.855,1,6.436,1,98.163,1,0,1,4.016,0,-9999,0,148.4770213,0.979166667,487.322766,0.979166667,21.64659574,0.979166667,104.6829787,0.979166667,39.45914894,0.979166667,432.4234043,0.979166667,412.938,0.708333,21.515,21.536,21.475,21.532,21.419,21.597,21.205,21.064,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.782,32.395,0,-9999,0,0,0,0,0,0,0.448631,-9999,77.0153,-9999,114.558,-9999,-9999,-9999,28.307,-9999,42.1057,-9999,-9999,2.96287,-0.575289,0,-9999,-1.34456,-0.965405,-0.575289,0,0,0,5.64517,5.47017,5.72641,5.93219,6.97481,6.50576,6.72324,6.94614,1.9788,1.50657,2.80755,3.34399,6.10323,5.39843,6.10032,6.4875,-9999,-9999
20180822,20.39,0.916667,418.302,198.452,0.916667,365.509,0.916667,8.321,0.916667,98.546,0.875,0,1,2.096,0.479167,-9999,0,64.58857143,0.875,308.2371429,0.875,13.17119048,0.875,77.45714286,0.875,23.40666667,0.875,421.952381,0.875,407.211,0.75,20.853,21.043,21.242,21.372,21.265,21.424,21.04,20.923,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.116,32.322,0,-9999,0,0,0,0,0,0,-3.20212,-9999,67.335,-9999,101.084,-9999,-9999,-9999,17.068,-9999,25.6228,-9999,-9999,3.16402,-0.846039,0,-9999,-1.00039,-0.846039,-0.739065,0,0,0,5.54569,5.3745,5.62761,5.82953,6.49315,6.08768,6.57697,6.67556,1.85035,1.38146,2.61572,3.07989,4.88799,4.20492,4.88576,5.2192,-9999,-9999
20180823,19.292,1,416.186,76.405,1,401.79,1,3.139,1,97.889,1,22.117,1,4.828,0.958333,0.415914878,0.9375,48.10708333,1,166.4835417,1,7.192083333,1,68.22291667,1,11.58125,1,418.425,1,410.936,0.916667,19.866,20.125,20.546,20.88,20.937,21.191,20.868,20.792,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.189,32.327,0,-9999,0,0,0,0,0,0,-4.57619,-9999,11.8643,-9999,17.9741,-9999,-9999,-9999,-6.31108,-9999,-9.56109,-9999,-9999,2.08009,2.86865,0,-9999,2.5806,2.86865,2.91581,0,0,0,5.44901,5.28049,5.53261,5.73139,3.11121,2.43136,2.86273,3.0593,1.72859,1.26418,2.43423,2.83167,2.92832,2.46622,2.9251,3.13021,-9999,-9999
20180824,26.593,1,414.044,270.932,1,406.9,1,10.434,1,97.169,1,0,1,4.277,1,0.456173198,1,176.9654167,1,562.8927083,1,25.059375,1,62.6,1,43.10208333,1,462.0625,1,408.49,0.875,22.564,22.092,21.257,20.955,20.747,20.937,20.638,20.604,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.798,32.395,0,-9999,0,0,0,0,0,0,6.89106,-9999,108.846,-9999,165.215,-9999,-9999,-9999,18.0792,-9999,27.4418,-9999,-9999,3.26046,-2.71769,0,-9999,-3.00001,-2.76469,-2.72529,0,0,0,6.06865,5.87394,6.14951,6.39629,9.08519,8.72173,9.07725,9.14951,2.59727,2.13896,3.73969,4.66445,5.24056,4.52214,5.24044,5.60101,-9999,-9999
20180825,28.071,1,411.875,275.275,1,413.517,1,13.712,1,97.598,1,0,1,4.042,1,0.461612595,1,179.5333333,1,578.493125,1,25.67833333,1,48.33125,1,43.20708333,1,471.20625,1,411.545,0.666667,24.13,23.598,22.525,21.852,21.282,21.192,20.711,20.574,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.131,32.322,0,-9999,0,0,0,0,0,0,9.52406,-9999,115.497,-9999,175.325,-9999,-9999,-9999,13.8889,-9999,21.0833,-9999,-9999,3.10615,-2.7287,0,-9999,-3.13454,-2.94774,-2.72815,0,0,0,6.18952,5.98915,6.27023,6.52886,8.82974,8.72936,8.89518,9.43396,2.78445,2.33511,4.02307,5.07173,3.76746,3.05952,3.76746,4.0718,-9999,-9999
20180826,27.857,1,409.682,196.048,1,421.66,1,11.65,1,97.632,1,0,1,5.809,1,0.650171986,1,117.33625,1,418.47625,1,18.3275,1,100.5604167,1,31.44145833,1,470.0666667,1,413.813,0.895833,24.529,24.057,23.097,22.438,21.803,21.603,20.997,20.758,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.205,32.327,0,-9999,0,0,0,0,0,0,8.26867,-9999,77.4518,-9999,117.581,-9999,-9999,-9999,-8.26465,-9999,-12.5467,-9999,-9999,2.69529,-1.73021,0,-9999,-1.87539,-1.77289,-1.61227,0,0,0,6.1749,5.97525,6.25567,6.51271,7.80966,7.5224,7.86794,8.24844,2.75029,2.29427,3.97,4.98931,4.34284,3.65338,4.34193,4.65626,-9999,-9999
20180827,28.377,1,407.462,264.091,1,422.4,1,14.203,1,97.19,1,0,1,6.996,1,0.83788414,1,176.1970833,1,558.420625,1,25.20916667,1,58.86875,1,41.70104167,1,474.46875,1,411.952,0.9375,24.996,24.45,23.455,22.794,22.149,21.92,21.267,20.98,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.778,32.395,0,-9999,0,0,0,0,0,0,7.80227,-9999,109.759,-9999,166.641,-9999,-9999,2.29979,10.6614,-9999,16.1866,-9999,-9999,2.8544,-1.45488,0,-9999,-1.45488,-1.41295,-1.21808,0,0,0,6.21548,6.0139,6.29617,6.5573,7.61313,7.65893,7.84627,8.01243,2.82099,2.3714,4.07788,5.14806,4.33985,3.64616,4.34083,4.66233,-9999,-9999
20180828,26.724,1,405.219,176.557,1,426.673,1,10.069,1,97.337,1,2.513,1,5.142,1,0.570107313,1,116.4204167,1,371.1664583,1,16.95958333,1,99.95208333,1,27.75854167,1,462.94375,1,412.266,1,24.705,24.379,23.621,23.042,22.413,22.171,21.491,21.181,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.112,32.322,0,-9999,0,0,0,0,0,0,6.57894,-9999,73.1324,-9999,112.038,-9999,-9999,2.9445,-6.6583,-9999,-10.2005,-9999,-9999,2.61636,-0.268387,0,-9999,-0.565848,-0.279038,-0.246474,0,0,0,6.08066,5.8854,6.16152,6.40941,6.68871,6.45781,6.67377,6.74709,2.61076,2.15082,3.75951,4.69016,4.46711,3.75309,4.4653,4.78703,-9999,-9999
20180829,19.319,1,402.951,186.277,1,393.569,1,4.018,1,98.083,0.958333,0.503,1,3.367,0.958333,0.479505662,0.958333333,115.3576087,0.958333333,353.79,0.958333333,15.36717391,0.958333333,127.1956522,0.958333333,28.57891304,0.958333333,420.8782609,0.958333333,414.846,0.895833,21.834,22.175,22.539,22.61,22.332,22.246,21.626,21.335,1,1,1,1,1,1,1,1,32.355,-9999,36.197,36.507,36.943,34.146,36.185,32.327,0,-9999,0,0,0,0,0,0,-3.4302,-9999,49.0473,-9999,75.5536,-9999,-9999,3.94317,12.9289,-9999,19.916,-9999,-9999,2.91127,-1.17193,0,-9999,-1.58175,-1.38929,-1.16989,0,0,0,5.44878,5.28028,5.53229,5.73105,7.03053,6.6758,6.90297,7.03053,1.73818,1.27674,2.44951,2.85669,5.78267,5.0625,5.77803,6.14839,-9999,-9999
20180830,21.088,1,400.659,121.794,1,398.846,1,3.125,1,97.96,1,11.562,1,4.329,1,0.429893086,0.979166667,70.32520833,1,263.955625,1,11.59041667,1,62.71666667,1,20.46291667,1,429.2125,1,418.445,0.979167,21.702,21.848,21.975,22.058,21.921,21.992,21.512,21.314,1,1,1,1,1,1,1,1,32.615,-9999,36.326,35.979,37.735,35.031,35.778,32.395,0,-9999,0,0,0,0,0,0,-0.582547,-9999,33.0545,-9999,51.1965,-9999,-9999,3.04614,-0.787291,-9999,-1.2194,-9999,-9999,2.57825,2.88214,0,-9999,2.0145,2.46759,2.88214,0,0,0,5.61032,5.43698,5.69163,5.89524,3.59984,2.92708,3.02379,3.44121,1.92002,1.44426,2.7183,3.21484,3.94508,3.41877,3.94159,4.20089,-9999,-9999
20180831,25.173,1,398.343,235.274,1,404.965,1,8.127,1,97.494,1,0,1,5.474,1,0.541254699,1,153.0410417,1,500.9595833,1,22.61479167,1,62.9875,1,37.180625,1,455.1458333,1,415.718,1,22.945,22.664,22.153,21.943,21.707,21.779,21.346,21.199,1,1,1,1,1,1,1,1,32.751,-9999,37.322,36.357,37.595,35.496,36.112,32.322,0,-9999,0,0,0,0,0,0,4.50979,-9999,77.9216,-9999,120.819,-9999,-9999,4.4218,14.0294,-9999,21.7528,-9999,-9999,3.19652,-0.845437,0,-9999,-1.23621,-1.0093,-0.839093,0,0,0,5.95047,5.76127,6.03144,6.26676,7.18668,6.76417,7.08798,7.2497,2.42261,1.95938,3.47618,4.28997,5.66267,5.01362,5.66024,6.01961,-9999,-9999
