# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-02-11 13:56:55 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01622000 NORTH RIVER NEAR BURKETOWN, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01622000
#            TS   parameter     statistic     Description
#        144616       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	144616_00060_00003	144616_00060_00003_cd
USGS	01622000	1957-10-03	53.0	A
USGS	01622000	1957-10-04	49.0	A
USGS	01622000	1957-10-05	49.0	A
USGS	01622000	1957-10-06	100	A
USGS	01622000	1957-10-07	192	A
USGS	01622000	1957-10-08	134	A
USGS	01622000	1957-10-09	169	A
USGS	01622000	1957-10-10	154	A
USGS	01622000	1957-10-11	136	A
USGS	01622000	1957-10-12	122	A
USGS	01622000	1957-10-13	111	A
USGS	01622000	1957-10-14	106	A
USGS	01622000	1957-10-15	104	A
USGS	01622000	1957-10-16	98.0	A
USGS	01622000	1957-10-17	96.0	A
USGS	01622000	1957-10-18	106	A
USGS	01622000	1957-10-19	96.0	A
USGS	01622000	1957-10-20	91.0	A
USGS	01622000	1957-10-21	88.0	A
USGS	01622000	1957-10-22	86.0	A
USGS	01622000	1957-10-23	86.0	A
USGS	01622000	1957-10-24	91.0	A
USGS	01622000	1957-10-25	86.0	A
USGS	01622000	1957-10-26	81.0	A
USGS	01622000	1957-10-27	81.0	A
USGS	01622000	1957-10-28	83.0	A
USGS	01622000	1957-10-29	86.0	A
USGS	01622000	1957-10-30	86.0	A
USGS	01622000	1957-10-31	86.0	A
USGS	01622000	1957-11-01	82.0	A
USGS	01622000	1957-11-02	82.0	A
USGS	01622000	1957-11-03	80.0	A
USGS	01622000	1957-11-04	77.0	A
USGS	01622000	1957-11-05	75.0	A
USGS	01622000	1957-11-06	73.0	A
USGS	01622000	1957-11-07	73.0	A
USGS	01622000	1957-11-08	73.0	A
USGS	01622000	1957-11-09	77.0	A
USGS	01622000	1957-11-10	73.0	A
USGS	01622000	1957-11-11	72.0	A
USGS	01622000	1957-11-12	72.0	A
USGS	01622000	1957-11-13	73.0	A
USGS	01622000	1957-11-14	80.0	A
USGS	01622000	1957-11-15	102	A
USGS	01622000	1957-11-16	130	A
USGS	01622000	1957-11-17	170	A
USGS	01622000	1957-11-18	170	A
USGS	01622000	1957-11-19	211	A
USGS	01622000	1957-11-20	331	A
USGS	01622000	1957-11-21	377	A
USGS	01622000	1957-11-22	327	A
USGS	01622000	1957-11-23	295	A
USGS	01622000	1957-11-24	269	A
USGS	01622000	1957-11-25	241	A
USGS	01622000	1957-11-26	234	A
USGS	01622000	1957-11-27	224	A
USGS	01622000	1957-11-28	211	A
USGS	01622000	1957-11-29	208	A
USGS	01622000	1957-11-30	195	A
USGS	01622000	1957-12-01	182	A
USGS	01622000	1957-12-02	173	A
USGS	01622000	1957-12-03	160	A
USGS	01622000	1957-12-04	163	A
USGS	01622000	1957-12-05	151	A
USGS	01622000	1957-12-06	145	A
USGS	01622000	1957-12-07	148	A
USGS	01622000	1957-12-08	318	A
USGS	01622000	1957-12-09	550	A
USGS	01622000	1957-12-10	560	A
USGS	01622000	1957-12-11	493	A
USGS	01622000	1957-12-12	398	A
USGS	01622000	1957-12-13	331	A
USGS	01622000	1957-12-14	288	A
USGS	01622000	1957-12-15	255	A
USGS	01622000	1957-12-16	224	A
USGS	01622000	1957-12-17	208	A
USGS	01622000	1957-12-18	192	A
USGS	01622000	1957-12-19	186	A
USGS	01622000	1957-12-20	182	A
USGS	01622000	1957-12-21	182	A
USGS	01622000	1957-12-22	176	A
USGS	01622000	1957-12-23	179	A
USGS	01622000	1957-12-24	192	A
USGS	01622000	1957-12-25	198	A
USGS	01622000	1957-12-26	821	A
USGS	01622000	1957-12-27	1820	A
USGS	01622000	1957-12-28	1240	A
USGS	01622000	1957-12-29	850	A
USGS	01622000	1957-12-30	636	A
USGS	01622000	1957-12-31	503	A
USGS	01622000	1958-01-01	429	A
USGS	01622000	1958-01-02	364	A
USGS	01622000	1958-01-03	315	A
USGS	01622000	1958-01-04	269	A
USGS	01622000	1958-01-05	234	A
USGS	01622000	1958-01-06	224	A
USGS	01622000	1958-01-07	218	A
USGS	01622000	1958-01-08	205	A
USGS	01622000	1958-01-09	186	A
USGS	01622000	1958-01-10	176	A
USGS	01622000	1958-01-11	176	A
USGS	01622000	1958-01-12	160	A
USGS	01622000	1958-01-13	151	A
USGS	01622000	1958-01-14	394	A
USGS	01622000	1958-01-15	307	A
USGS	01622000	1958-01-16	307	A
USGS	01622000	1958-01-17	327	A
USGS	01622000	1958-01-18	315	A
USGS	01622000	1958-01-19	276	A
USGS	01622000	1958-01-20	258	A
USGS	01622000	1958-01-21	295	A
USGS	01622000	1958-01-22	605	A
USGS	01622000	1958-01-23	687	A
USGS	01622000	1958-01-24	661	A
USGS	01622000	1958-01-25	636	A
USGS	01622000	1958-01-26	560	A
USGS	01622000	1958-01-27	531	A
USGS	01622000	1958-01-28	498	A
USGS	01622000	1958-01-29	452	A
USGS	01622000	1958-01-30	411	A
USGS	01622000	1958-01-31	403	A
USGS	01622000	1958-02-01	767	A
USGS	01622000	1958-02-02	498	A
USGS	01622000	1958-02-03	438	A
USGS	01622000	1958-02-04	381	A
USGS	01622000	1958-02-05	343	A
USGS	01622000	1958-02-06	373	A
USGS	01622000	1958-02-07	661	A
USGS	01622000	1958-02-08	794	A
USGS	01622000	1958-02-09	687	A
USGS	01622000	1958-02-10	600	A
USGS	01622000	1958-02-11	522	A
USGS	01622000	1958-02-12	456	A
USGS	01622000	1958-02-13	407	A
USGS	01622000	1958-02-14	335	A
USGS	01622000	1958-02-15	280	A
USGS	01622000	1958-02-16	250	A
USGS	01622000	1958-02-17	220	A
USGS	01622000	1958-02-18	210	A
USGS	01622000	1958-02-19	200	A
USGS	01622000	1958-02-20	200	A
USGS	01622000	1958-02-21	200	A
USGS	01622000	1958-02-22	227	A
USGS	01622000	1958-02-23	273	A
USGS	01622000	1958-02-24	303	A
USGS	01622000	1958-02-25	288	A
USGS	01622000	1958-02-26	299	A
USGS	01622000	1958-02-27	738	A
USGS	01622000	1958-02-28	1200	A
USGS	01622000	1958-03-01	1270	A
USGS	01622000	1958-03-02	1080	A
USGS	01622000	1958-03-03	935	A
USGS	01622000	1958-03-04	850	A
USGS	01622000	1958-03-05	740	A
USGS	01622000	1958-03-06	636	A
USGS	01622000	1958-03-07	585	A
USGS	01622000	1958-03-08	560	A
USGS	01622000	1958-03-09	550	A
USGS	01622000	1958-03-10	541	A
USGS	01622000	1958-03-11	507	A
USGS	01622000	1958-03-12	531	A
USGS	01622000	1958-03-13	610	A
USGS	01622000	1958-03-14	636	A
USGS	01622000	1958-03-15	610	A
USGS	01622000	1958-03-16	570	A
USGS	01622000	1958-03-17	536	A
USGS	01622000	1958-03-18	522	A
USGS	01622000	1958-03-19	493	A
USGS	01622000	1958-03-20	488	A
USGS	01622000	1958-03-21	503	A
USGS	01622000	1958-03-22	474	A
USGS	01622000	1958-03-23	465	A
USGS	01622000	1958-03-24	531	A
USGS	01622000	1958-03-25	636	A
USGS	01622000	1958-03-26	822	A
USGS	01622000	1958-03-27	1200	A
USGS	01622000	1958-03-28	1400	A
USGS	01622000	1958-03-29	1200	A
USGS	01622000	1958-03-30	1200	A
USGS	01622000	1958-03-31	1690	A
USGS	01622000	1958-04-01	1620	A
USGS	01622000	1958-04-02	1460	A
USGS	01622000	1958-04-03	1300	A
USGS	01622000	1958-04-04	1200	A
USGS	01622000	1958-04-05	1140	A
USGS	01622000	1958-04-06	1460	A
USGS	01622000	1958-04-07	2230	A
USGS	01622000	1958-04-08	1760	A
USGS	01622000	1958-04-09	1270	A
USGS	01622000	1958-04-10	995	A
USGS	01622000	1958-04-11	935	A
USGS	01622000	1958-04-12	906	A
USGS	01622000	1958-04-13	878	A
USGS	01622000	1958-04-14	822	A
USGS	01622000	1958-04-15	767	A
USGS	01622000	1958-04-16	740	A
USGS	01622000	1958-04-17	713	A
USGS	01622000	1958-04-18	661	A
USGS	01622000	1958-04-19	590	A
USGS	01622000	1958-04-20	526	A
USGS	01622000	1958-04-21	479	A
USGS	01622000	1958-04-22	484	A
USGS	01622000	1958-04-23	2440	A
USGS	01622000	1958-04-24	2090	A
USGS	01622000	1958-04-25	1460	A
USGS	01622000	1958-04-26	1080	A
USGS	01622000	1958-04-27	935	A
USGS	01622000	1958-04-28	1760	A
USGS	01622000	1958-04-29	1620	A
USGS	01622000	1958-04-30	1270	A
USGS	01622000	1958-05-01	1020	A
USGS	01622000	1958-05-02	822	A
USGS	01622000	1958-05-03	713	A
USGS	01622000	1958-05-04	636	A
USGS	01622000	1958-05-05	822	A
USGS	01622000	1958-05-06	1760	A
USGS	01622000	1958-05-07	1820	A
USGS	01622000	1958-05-08	1760	A
USGS	01622000	1958-05-09	1460	A
USGS	01622000	1958-05-10	1140	A
USGS	01622000	1958-05-11	945	A
USGS	01622000	1958-05-12	794	A
USGS	01622000	1958-05-13	661	A
USGS	01622000	1958-05-14	550	A
USGS	01622000	1958-05-15	484	A
USGS	01622000	1958-05-16	424	A
USGS	01622000	1958-05-17	777	A
USGS	01622000	1958-05-18	1040	A
USGS	01622000	1958-05-19	740	A
USGS	01622000	1958-05-20	565	A
USGS	01622000	1958-05-21	470	A
USGS	01622000	1958-05-22	403	A
USGS	01622000	1958-05-23	369	A
USGS	01622000	1958-05-24	339	A
USGS	01622000	1958-05-25	820	A
USGS	01622000	1958-05-26	637	A
USGS	01622000	1958-05-27	377	A
USGS	01622000	1958-05-28	339	A
USGS	01622000	1958-05-29	319	A
USGS	01622000	1958-05-30	284	A
USGS	01622000	1958-05-31	265	A
USGS	01622000	1958-06-01	269	A
USGS	01622000	1958-06-02	311	A
USGS	01622000	1958-06-03	251	A
USGS	01622000	1958-06-04	238	A
USGS	01622000	1958-06-05	227	A
USGS	01622000	1958-06-06	214	A
USGS	01622000	1958-06-07	205	A
USGS	01622000	1958-06-08	198	A
USGS	01622000	1958-06-09	198	A
USGS	01622000	1958-06-10	224	A
USGS	01622000	1958-06-11	190	A
USGS	01622000	1958-06-12	183	A
USGS	01622000	1958-06-13	180	A
USGS	01622000	1958-06-14	186	A
USGS	01622000	1958-06-15	173	A
USGS	01622000	1958-06-16	170	A
USGS	01622000	1958-06-17	161	A
USGS	01622000	1958-06-18	158	A
USGS	01622000	1958-06-19	157	A
USGS	01622000	1958-06-20	163	A
USGS	01622000	1958-06-21	157	A
USGS	01622000	1958-06-22	154	A
USGS	01622000	1958-06-23	148	A
USGS	01622000	1958-06-24	145	A
USGS	01622000	1958-06-25	145	A
USGS	01622000	1958-06-26	142	A
USGS	01622000	1958-06-27	127	A
USGS	01622000	1958-06-28	136	A
USGS	01622000	1958-06-29	133	A
USGS	01622000	1958-06-30	130	A
USGS	01622000	1958-07-01	130	A
USGS	01622000	1958-07-02	124	A
USGS	01622000	1958-07-03	116	A
USGS	01622000	1958-07-04	113	A
USGS	01622000	1958-07-05	113	A
USGS	01622000	1958-07-06	110	A
USGS	01622000	1958-07-07	151	A
USGS	01622000	1958-07-08	119	A
USGS	01622000	1958-07-09	124	A
USGS	01622000	1958-07-10	127	A
USGS	01622000	1958-07-11	151	A
USGS	01622000	1958-07-12	299	A
USGS	01622000	1958-07-13	291	A
USGS	01622000	1958-07-14	244	A
USGS	01622000	1958-07-15	224	A
USGS	01622000	1958-07-16	195	A
USGS	01622000	1958-07-17	170	A
USGS	01622000	1958-07-18	160	A
USGS	01622000	1958-07-19	154	A
USGS	01622000	1958-07-20	136	A
USGS	01622000	1958-07-21	130	A
USGS	01622000	1958-07-22	122	A
USGS	01622000	1958-07-23	122	A
USGS	01622000	1958-07-24	127	A
USGS	01622000	1958-07-25	133	A
USGS	01622000	1958-07-26	509	A
USGS	01622000	1958-07-27	504	A
USGS	01622000	1958-07-28	767	A
USGS	01622000	1958-07-29	565	A
USGS	01622000	1958-07-30	348	A
USGS	01622000	1958-07-31	258	A
USGS	01622000	1958-08-01	224	A
USGS	01622000	1958-08-02	192	A
USGS	01622000	1958-08-03	231	A
USGS	01622000	1958-08-04	327	A
USGS	01622000	1958-08-05	251	A
USGS	01622000	1958-08-06	211	A
USGS	01622000	1958-08-07	186	A
USGS	01622000	1958-08-08	394	A
USGS	01622000	1958-08-09	416	A
USGS	01622000	1958-08-10	315	A
USGS	01622000	1958-08-11	251	A
USGS	01622000	1958-08-12	221	A
USGS	01622000	1958-08-13	251	A
USGS	01622000	1958-08-14	211	A
USGS	01622000	1958-08-15	214	A
USGS	01622000	1958-08-16	234	A
USGS	01622000	1958-08-17	179	A
USGS	01622000	1958-08-18	154	A
USGS	01622000	1958-08-19	145	A
USGS	01622000	1958-08-20	136	A
USGS	01622000	1958-08-21	133	A
USGS	01622000	1958-08-22	136	A
USGS	01622000	1958-08-23	130	A
USGS	01622000	1958-08-24	200	A
USGS	01622000	1958-08-25	713	A
USGS	01622000	1958-08-26	311	A
USGS	01622000	1958-08-27	238	A
USGS	01622000	1958-08-28	211	A
USGS	01622000	1958-08-29	195	A
USGS	01622000	1958-08-30	179	A
USGS	01622000	1958-08-31	173	A
USGS	01622000	1958-09-01	189	A
USGS	01622000	1958-09-02	176	A
USGS	01622000	1958-09-03	163	A
USGS	01622000	1958-09-04	154	A
USGS	01622000	1958-09-05	154	A
USGS	01622000	1958-09-06	218	A
USGS	01622000	1958-09-07	154	A
USGS	01622000	1958-09-08	145	A
USGS	01622000	1958-09-09	136	A
USGS	01622000	1958-09-10	130	A
USGS	01622000	1958-09-11	124	A
USGS	01622000	1958-09-12	122	A
USGS	01622000	1958-09-13	116	A
USGS	01622000	1958-09-14	113	A
USGS	01622000	1958-09-15	108	A
USGS	01622000	1958-09-16	105	A
USGS	01622000	1958-09-17	102	A
USGS	01622000	1958-09-18	102	A
USGS	01622000	1958-09-19	97.0	A
USGS	01622000	1958-09-20	94.0	A
USGS	01622000	1958-09-21	127	A
USGS	01622000	1958-09-22	110	A
USGS	01622000	1958-09-23	100	A
USGS	01622000	1958-09-24	59.0	A
USGS	01622000	1958-09-25	87.0	A
USGS	01622000	1958-09-26	90.0	A
USGS	01622000	1958-09-27	92.0	A
USGS	01622000	1958-09-28	100	A
USGS	01622000	1958-09-29	87.0	A
USGS	01622000	1958-09-30	87.0	A
USGS	01622000	1958-10-01	87.0	A
USGS	01622000	1958-10-02	84.0	A
USGS	01622000	1958-10-03	82.0	A
USGS	01622000	1958-10-04	80.0	A
USGS	01622000	1958-10-05	77.0	A
USGS	01622000	1958-10-06	75.0	A
USGS	01622000	1958-10-07	73.0	A
USGS	01622000	1958-10-08	73.0	A
USGS	01622000	1958-10-09	73.0	A
USGS	01622000	1958-10-10	73.0	A
USGS	01622000	1958-10-11	72.0	A
USGS	01622000	1958-10-12	68.0	A
USGS	01622000	1958-10-13	68.0	A
USGS	01622000	1958-10-14	70.0	A
USGS	01622000	1958-10-15	73.0	A
USGS	01622000	1958-10-16	68.0	A
USGS	01622000	1958-10-17	70.0	A
USGS	01622000	1958-10-18	68.0	A
USGS	01622000	1958-10-19	68.0	A
USGS	01622000	1958-10-20	68.0	A
USGS	01622000	1958-10-21	68.0	A
USGS	01622000	1958-10-22	90.0	A
USGS	01622000	1958-10-23	77.0	A
USGS	01622000	1958-10-24	72.0	A
USGS	01622000	1958-10-25	70.0	A
USGS	01622000	1958-10-26	68.0	A
USGS	01622000	1958-10-27	68.0	A
USGS	01622000	1958-10-28	68.0	A
USGS	01622000	1958-10-29	66.0	A
USGS	01622000	1958-10-30	64.0	A
USGS	01622000	1958-10-31	64.0	A
USGS	01622000	1958-11-01	64.0	A
USGS	01622000	1958-11-02	64.0	A
USGS	01622000	1958-11-03	77.0	A
USGS	01622000	1958-11-04	68.0	A
USGS	01622000	1958-11-05	64.0	A
USGS	01622000	1958-11-06	63.0	A
USGS	01622000	1958-11-07	63.0	A
USGS	01622000	1958-11-08	59.0	A
USGS	01622000	1958-11-09	61.0	A
USGS	01622000	1958-11-10	59.0	A
USGS	01622000	1958-11-11	61.0	A
USGS	01622000	1958-11-12	63.0	A
USGS	01622000	1958-11-13	59.0	A
USGS	01622000	1958-11-14	59.0	A
USGS	01622000	1958-11-15	61.0	A
USGS	01622000	1958-11-16	59.0	A
USGS	01622000	1958-11-17	59.0	A
USGS	01622000	1958-11-18	59.0	A
USGS	01622000	1958-11-19	59.0	A
USGS	01622000	1958-11-20	59.0	A
USGS	01622000	1958-11-21	58.0	A
USGS	01622000	1958-11-22	58.0	A
USGS	01622000	1958-11-23	57.0	A
USGS	01622000	1958-11-24	57.0	A
USGS	01622000	1958-11-25	58.0	A
USGS	01622000	1958-11-26	58.0	A
USGS	01622000	1958-11-27	57.0	A
USGS	01622000	1958-11-28	59.0	A
USGS	01622000	1958-11-29	73.0	A
USGS	01622000	1958-11-30	58.0	A
USGS	01622000	1958-12-01	57.0	A
USGS	01622000	1958-12-02	59.0	A
USGS	01622000	1958-12-03	59.0	A
USGS	01622000	1958-12-04	63.0	A
USGS	01622000	1958-12-05	63.0	A
USGS	01622000	1958-12-06	58.0	A
USGS	01622000	1958-12-07	56.0	A
USGS	01622000	1958-12-08	56.0	A
USGS	01622000	1958-12-09	57.0	A
USGS	01622000	1958-12-10	56.0	A
USGS	01622000	1958-12-11	56.0	A
USGS	01622000	1958-12-12	55.0	A
USGS	01622000	1958-12-13	56.0	A
USGS	01622000	1958-12-14	55.0	A
USGS	01622000	1958-12-15	55.0	A
USGS	01622000	1958-12-16	56.0	A
USGS	01622000	1958-12-17	55.0	A
USGS	01622000	1958-12-18	56.0	A
USGS	01622000	1958-12-19	55.0	A
USGS	01622000	1958-12-20	55.0	A
USGS	01622000	1958-12-21	54.0	A
USGS	01622000	1958-12-22	54.0	A
USGS	01622000	1958-12-23	54.0	A
USGS	01622000	1958-12-24	55.0	A
USGS	01622000	1958-12-25	54.0	A
USGS	01622000	1958-12-26	54.0	A
USGS	01622000	1958-12-27	54.0	A
USGS	01622000	1958-12-28	54.0	A
USGS	01622000	1958-12-29	64.0	A
USGS	01622000	1958-12-30	64.0	A
USGS	01622000	1958-12-31	57.0	A
USGS	01622000	1959-01-01	56.0	A
USGS	01622000	1959-01-02	68.0	A
USGS	01622000	1959-01-03	64.0	A
USGS	01622000	1959-01-04	61.0	A
USGS	01622000	1959-01-05	54.0	A
USGS	01622000	1959-01-06	55.0	A
USGS	01622000	1959-01-07	58.0	A
USGS	01622000	1959-01-08	58.0	A
USGS	01622000	1959-01-09	57.0	A
USGS	01622000	1959-01-10	56.0	A
USGS	01622000	1959-01-11	56.0	A
USGS	01622000	1959-01-12	56.0	A
USGS	01622000	1959-01-13	56.0	A
USGS	01622000	1959-01-14	56.0	A
USGS	01622000	1959-01-15	57.0	A
USGS	01622000	1959-01-16	58.0	A
USGS	01622000	1959-01-17	56.0	A
USGS	01622000	1959-01-18	54.0	A
USGS	01622000	1959-01-19	54.0	A
USGS	01622000	1959-01-20	53.0	A
USGS	01622000	1959-01-21	59.0	A
USGS	01622000	1959-01-22	80.0	A
USGS	01622000	1959-01-23	68.0	A
USGS	01622000	1959-01-24	59.0	A
USGS	01622000	1959-01-25	59.0	A
USGS	01622000	1959-01-26	59.0	A
USGS	01622000	1959-01-27	61.0	A
USGS	01622000	1959-01-28	63.0	A
USGS	01622000	1959-01-29	61.0	A
USGS	01622000	1959-01-30	63.0	A
USGS	01622000	1959-01-31	64.0	A
USGS	01622000	1959-02-01	64.0	A
USGS	01622000	1959-02-02	64.0	A
USGS	01622000	1959-02-03	64.0	A
USGS	01622000	1959-02-04	72.0	A
USGS	01622000	1959-02-05	73.0	A
USGS	01622000	1959-02-06	68.0	A
USGS	01622000	1959-02-07	66.0	A
USGS	01622000	1959-02-08	66.0	A
USGS	01622000	1959-02-09	68.0	A
USGS	01622000	1959-02-10	68.0	A
USGS	01622000	1959-02-11	70.0	A
USGS	01622000	1959-02-12	68.0	A
USGS	01622000	1959-02-13	70.0	A
USGS	01622000	1959-02-14	70.0	A
USGS	01622000	1959-02-15	70.0	A
USGS	01622000	1959-02-16	68.0	A
USGS	01622000	1959-02-17	70.0	A
USGS	01622000	1959-02-18	80.0	A
USGS	01622000	1959-02-19	80.0	A
USGS	01622000	1959-02-20	75.0	A
USGS	01622000	1959-02-21	72.0	A
USGS	01622000	1959-02-22	73.0	A
USGS	01622000	1959-02-23	73.0	A
USGS	01622000	1959-02-24	72.0	A
USGS	01622000	1959-02-25	70.0	A
USGS	01622000	1959-02-26	68.0	A
USGS	01622000	1959-02-27	68.0	A
USGS	01622000	1959-02-28	68.0	A
USGS	01622000	1959-03-01	66.0	A
USGS	01622000	1959-03-02	66.0	A
USGS	01622000	1959-03-03	66.0	A
USGS	01622000	1959-03-04	64.0	A
USGS	01622000	1959-03-05	66.0	A
USGS	01622000	1959-03-06	105	A
USGS	01622000	1959-03-07	186	A
USGS	01622000	1959-03-08	238	A
USGS	01622000	1959-03-09	269	A
USGS	01622000	1959-03-10	238	A
USGS	01622000	1959-03-11	211	A
USGS	01622000	1959-03-12	214	A
USGS	01622000	1959-03-13	202	A
USGS	01622000	1959-03-14	189	A
USGS	01622000	1959-03-15	198	A
USGS	01622000	1959-03-16	262	A
USGS	01622000	1959-03-17	311	A
USGS	01622000	1959-03-18	295	A
USGS	01622000	1959-03-19	262	A
USGS	01622000	1959-03-20	234	A
USGS	01622000	1959-03-21	218	A
USGS	01622000	1959-03-22	195	A
USGS	01622000	1959-03-23	176	A
USGS	01622000	1959-03-24	163	A
USGS	01622000	1959-03-25	151	A
USGS	01622000	1959-03-26	142	A
USGS	01622000	1959-03-27	142	A
USGS	01622000	1959-03-28	136	A
USGS	01622000	1959-03-29	130	A
USGS	01622000	1959-03-30	136	A
USGS	01622000	1959-03-31	136	A
USGS	01622000	1959-04-01	133	A
USGS	01622000	1959-04-02	154	A
USGS	01622000	1959-04-03	179	A
USGS	01622000	1959-04-04	296	A
USGS	01622000	1959-04-05	503	A
USGS	01622000	1959-04-06	479	A
USGS	01622000	1959-04-07	394	A
USGS	01622000	1959-04-08	331	A
USGS	01622000	1959-04-09	288	A
USGS	01622000	1959-04-10	269	A
USGS	01622000	1959-04-11	335	A
USGS	01622000	1959-04-12	762	A
USGS	01622000	1959-04-13	965	A
USGS	01622000	1959-04-14	965	A
USGS	01622000	1959-04-15	1330	A
USGS	01622000	1959-04-16	1430	A
USGS	01622000	1959-04-17	1180	A
USGS	01622000	1959-04-18	878	A
USGS	01622000	1959-04-19	687	A
USGS	01622000	1959-04-20	575	A
USGS	01622000	1959-04-21	470	A
USGS	01622000	1959-04-22	403	A
USGS	01622000	1959-04-23	390	A
USGS	01622000	1959-04-24	356	A
USGS	01622000	1959-04-25	339	A
USGS	01622000	1959-04-26	327	A
USGS	01622000	1959-04-27	323	A
USGS	01622000	1959-04-28	386	A
USGS	01622000	1959-04-29	887	A
USGS	01622000	1959-04-30	1020	A
USGS	01622000	1959-05-01	822	A
USGS	01622000	1959-05-02	636	A
USGS	01622000	1959-05-03	503	A
USGS	01622000	1959-05-04	416	A
USGS	01622000	1959-05-05	364	A
USGS	01622000	1959-05-06	307	A
USGS	01622000	1959-05-07	276	A
USGS	01622000	1959-05-08	241	A
USGS	01622000	1959-05-09	221	A
USGS	01622000	1959-05-10	208	A
USGS	01622000	1959-05-11	192	A
USGS	01622000	1959-05-12	192	A
USGS	01622000	1959-05-13	386	A
USGS	01622000	1959-05-14	1080	A
USGS	01622000	1959-05-15	935	A
USGS	01622000	1959-05-16	687	A
USGS	01622000	1959-05-17	526	A
USGS	01622000	1959-05-18	442	A
USGS	01622000	1959-05-19	373	A
USGS	01622000	1959-05-20	311	A
USGS	01622000	1959-05-21	269	A
USGS	01622000	1959-05-22	238	A
USGS	01622000	1959-05-23	214	A
USGS	01622000	1959-05-24	221	A
USGS	01622000	1959-05-25	208	A
USGS	01622000	1959-05-26	192	A
USGS	01622000	1959-05-27	198	A
USGS	01622000	1959-05-28	205	A
USGS	01622000	1959-05-29	249	A
USGS	01622000	1959-05-30	214	A
USGS	01622000	1959-05-31	224	A
USGS	01622000	1959-06-01	258	A
USGS	01622000	1959-06-02	4300	A
USGS	01622000	1959-06-03	5190	A
USGS	01622000	1959-06-04	1950	A
USGS	01622000	1959-06-05	1140	A
USGS	01622000	1959-06-06	767	A
USGS	01622000	1959-06-07	565	A
USGS	01622000	1959-06-08	434	A
USGS	01622000	1959-06-09	356	A
USGS	01622000	1959-06-10	295	A
USGS	01622000	1959-06-11	258	A
USGS	01622000	1959-06-12	234	A
USGS	01622000	1959-06-13	221	A
USGS	01622000	1959-06-14	195	A
USGS	01622000	1959-06-15	182	A
USGS	01622000	1959-06-16	173	A
USGS	01622000	1959-06-17	163	A
USGS	01622000	1959-06-18	157	A
USGS	01622000	1959-06-19	151	A
USGS	01622000	1959-06-20	142	A
USGS	01622000	1959-06-21	136	A
USGS	01622000	1959-06-22	130	A
USGS	01622000	1959-06-23	124	A
USGS	01622000	1959-06-24	122	A
USGS	01622000	1959-06-25	119	A
USGS	01622000	1959-06-26	122	A
USGS	01622000	1959-06-27	110	A
USGS	01622000	1959-06-28	102	A
USGS	01622000	1959-06-29	97.0	A
USGS	01622000	1959-06-30	94.0	A
USGS	01622000	1959-07-01	90.0	A
USGS	01622000	1959-07-02	119	A
USGS	01622000	1959-07-03	87.0	A
USGS	01622000	1959-07-04	82.0	A
USGS	01622000	1959-07-05	80.0	A
USGS	01622000	1959-07-06	80.0	A
USGS	01622000	1959-07-07	80.0	A
USGS	01622000	1959-07-08	75.0	A
USGS	01622000	1959-07-09	72.0	A
USGS	01622000	1959-07-10	73.0	A
USGS	01622000	1959-07-11	77.0	A
USGS	01622000	1959-07-12	80.0	A
USGS	01622000	1959-07-13	132	A
USGS	01622000	1959-07-14	124	A
USGS	01622000	1959-07-15	87.0	A
USGS	01622000	1959-07-16	80.0	A
USGS	01622000	1959-07-17	75.0	A
USGS	01622000	1959-07-18	73.0	A
USGS	01622000	1959-07-19	70.0	A
USGS	01622000	1959-07-20	73.0	A
USGS	01622000	1959-07-21	73.0	A
USGS	01622000	1959-07-22	68.0	A
USGS	01622000	1959-07-23	87.0	A
USGS	01622000	1959-07-24	68.0	A
USGS	01622000	1959-07-25	70.0	A
USGS	01622000	1959-07-26	73.0	A
USGS	01622000	1959-07-27	119	A
USGS	01622000	1959-07-28	75.0	A
USGS	01622000	1959-07-29	84.0	A
USGS	01622000	1959-07-30	94.0	A
USGS	01622000	1959-07-31	77.0	A
USGS	01622000	1959-08-01	82.0	A
USGS	01622000	1959-08-02	72.0	A
USGS	01622000	1959-08-03	68.0	A
USGS	01622000	1959-08-04	70.0	A
USGS	01622000	1959-08-05	72.0	A
USGS	01622000	1959-08-06	68.0	A
USGS	01622000	1959-08-07	64.0	A
USGS	01622000	1959-08-08	86.0	A
USGS	01622000	1959-08-09	153	A
USGS	01622000	1959-08-10	75.0	A
USGS	01622000	1959-08-11	70.0	A
USGS	01622000	1959-08-12	68.0	A
USGS	01622000	1959-08-13	66.0	A
USGS	01622000	1959-08-14	64.0	A
